date,twin,common
01-Jan-2016,4.03299780561852,-0.00755695871467565
01-Feb-2016,3.99687861464436,-0.0772058364560442
01-Mar-2016,3.95207973909799,-0.163111066104264
01-Apr-2016,3.86821491911246,-0.225884385146314
01-May-2016,3.77667517487187,-0.291326123935728
01-Jun-2016,3.68636612477164,-0.38662325900298
01-Jul-2016,3.61006744754639,-0.460090929413586
01-Aug-2016,3.53534264471371,-0.526731301561205
01-Sep-2016,3.46412734804702,-0.559370767253318
01-Oct-2016,3.3998417664288,-0.624356411663698
01-Nov-2016,3.31531490445652,-0.695734398402998
01-Dec-2016,3.29233770404057,-0.741624209517618
01-Jan-2017,3.30695995720745,-0.714639457716278
01-Feb-2017,3.30172460837173,-0.682037265371845
01-Mar-2017,3.34403424166967,-0.665892129966388
01-Apr-2017,3.38450039818812,-0.615740793672842
01-May-2017,3.40792036716899,-0.58195744815715
01-Jun-2017,3.43662902544524,-0.545234852080945
01-Jul-2017,3.46515600916566,-0.516595844105466
01-Aug-2017,3.46127025092775,-0.518571831589327
01-Sep-2017,3.43516982089207,-0.527529648623271
01-Oct-2017,3.43382130978388,-0.518908918226703
01-Nov-2017,3.46862039791933,-0.486349546246457
01-Dec-2017,3.53575586726542,-0.440715354282459
01-Jan-2018,3.6059904693379,-0.390139485273705
01-Feb-2018,3.64600261713331,-0.346968315393255
01-Mar-2018,3.6609130441859,-0.332541881742626
01-Apr-2018,3.68143875900145,-0.300854651662119
01-May-2018,3.73012473541921,-0.256092905541301
01-Jun-2018,3.76265553337638,-0.197717261159557
01-Jul-2018,3.79308453681379,-0.211565572638536
01-Aug-2018,3.7942108403398,-0.182219846814381
01-Sep-2018,3.79886069226527,-0.162285064367625
01-Oct-2018,3.84675614261884,-0.122445586273394
01-Nov-2018,3.84209709472645,-0.09193034327779
01-Dec-2018,3.89891036207588,-0.0701909597187621
01-Jan-2019,3.90034466054721,-0.0746398039536768
01-Feb-2019,3.85433457751204,-0.105118737600288
01-Mar-2019,3.84704615246407,-0.129993991921082
01-Apr-2019,3.77982308534652,-0.218639496619232
01-May-2019,3.71427547914362,-0.311305910292688
01-Jun-2019,3.68587920469407,-0.314300085035408
01-Jul-2019,3.66725303994221,-0.358460242971186
01-Aug-2019,3.62132599510098,-0.397537466169607
01-Sep-2019,3.59796323566771,-0.4507129813463
01-Oct-2019,3.57629507653037,-0.452175838371741
01-Nov-2019,3.50090383732898,-0.512883825434581
01-Dec-2019,3.49467248131752,-0.527576252356937
01-Jan-2020,3.48356185421636,-0.550951979461173
01-Feb-2020,3.47999989240728,-0.540641353347134
01-Mar-2020,3.47926619540097,-0.539182148303255
01-Apr-2020,3.45016919979034,-0.542942088194995
01-May-2020,3.39111813934772,-0.600172106495507
01-Jun-2020,3.29876439987742,-0.673128790072897
01-Jul-2020,3.24226753903826,-0.772230937864986
01-Aug-2020,3.21477665403285,-0.760799698094603
01-Sep-2020,3.20018959126945,-0.763734552778067
01-Oct-2020,3.21190623420631,-0.779707863283083
01-Nov-2020,3.21121641081568,-0.780761879784697
01-Dec-2020,3.29749252663935,-0.696306339472846
01-Jan-2021,3.46564422923783,-0.534779667419351
01-Feb-2021,3.75597067980768,-0.242083752433852
01-Mar-2021,4.11539205506681,0.0672457446807265
01-Apr-2021,4.49534418312981,0.468342189104487
01-May-2021,5.01285225099165,0.91980470903799
01-Jun-2021,5.51623822832283,1.37033952526417
01-Jul-2021,5.97771127751404,1.83858766484008
01-Aug-2021,6.23294494504345,2.07157062078369
01-Sep-2021,6.45569930617459,2.2612082729726
01-Oct-2021,6.66373696961101,2.43245244596534
01-Nov-2021,6.8487799374394,2.59896859701694
01-Dec-2021,6.88938893881121,2.63739112273058
01-Jan-2022,6.8445247132263,2.56063035076425
01-Feb-2022,6.74263796280495,2.46935714322154
01-Mar-2022,6.67250989490257,2.36013302149851
01-Apr-2022,6.57454879662082,2.25767455129637
01-May-2022,6.44366321921037,2.12898772377889
01-Jun-2022,6.26183990563776,1.9450058822032
01-Jul-2022,6.13044313304508,1.81371236583109
01-Aug-2022,5.98012233157978,1.65948219633304
01-Sep-2022,5.8750112467942,1.53900202249117
01-Oct-2022,5.77513509258248,1.47532166042325
01-Nov-2022,5.69871976434868,1.38587691571492
01-Dec-2022,5.60811622854935,1.2895594945773
01-Jan-2023,5.48922018066567,1.19667386470789
01-Feb-2023,5.37639309372348,1.07566518862013
01-Mar-2023,5.1949538550325,0.897635922326409
01-Apr-2023,4.98793713333226,0.730849989850513
01-May-2023,4.85178630171166,0.572741203050336
01-Jun-2023,4.70116379889655,0.418271061051374
01-Jul-2023,4.63144365462127,0.319461371238617
01-Aug-2023,4.59572331800429,0.288063291560992
01-Sep-2023,4.58795785927691,0.302572863764489
