,,,,,,,,,,,,,,
Construction,Durable Goods,Financial Activities,Goods-Producing,Information,Leisure and Hospitality,Manufacturing,Mining and Logging,Nondurable Goods,Other Services,Private Education and Health Services,Private Service-Providing,Professional and Business Services,Total Private,Trade-Transportation-Utilities
