,,,,,,,,,,,,,,,,,,
Construction,Durable Goods,Financial Activities,Goods-Producing,Information,Leisure and Hospitality,Manufacturing,Mining and Logging,Nondurable Goods,Other Services,Private Education and Health Services,Private Service-Providing,Professional and Business Services,Retail Trade,Total Private,Trade-Transportation-Utilities,Transportation and Warehousing,Utilities,Wholesale Trade
