date,WGT_pac_n,WGT_esc_n,WGT_wsc_n,WGT_mnt_n,WGT_nen_n,WGT_sat_n,WGT_wnc_n,WGT_enc_n,WGT_mat_n
01-Jun-2010,3014592.439208984,1097823.00390625,2563573.41015625,1403915.943054199,1045702.682495117,3301748.332519531,1913415.155273438,3176480.785644531,2477570.873046875
01-Jul-2010,3084340.173217773,996492.4946289063,2497244.816894531,1410340.192871094,1059161.705322266,4120101.554016113,1712820.629882813,3466860.578125,2289594.724609375
01-Aug-2010,3022312.784912109,995341.3896484375,2490081.276367188,1344136.631835938,975497.3244018555,3463187.879638672,1757406.617614746,3571628.400390625,2879523.83203125
01-Sep-2010,3172552.859863281,1208121.318847656,1963341.686035156,1437074.713745117,993667.7638549805,3121445.819763184,1848269.056884766,3448225.479980469,2130545.98046875
01-Oct-2010,2872527.477172852,888965.9873046875,2190531.585449219,1603528.310974121,961523.9265136719,3399963.035095215,1535038.804321289,3061460.212402344,2483489.561523438
01-Nov-2010,2977517.189331055,1193520.459472656,2130824.96875,1592320.275878906,842910.1048583984,2973906.382202148,1763881.518188477,3732406.877441406,2652840.879882813
01-Dec-2010,2466922.512145996,1006849.263671875,2561294.978027344,1645824.335754395,912960.634765625,2794172.390014648,1639218.595458984,3210589.6640625,2621984.425292969
01-Jan-2011,2753309.425415039,1119364.833496094,2029771.125,1478548.619750977,1091888.424804688,3633981.208740234,1833645.997070313,3285335.360839844,2755672.772460938
01-Feb-2011,3548629.193725586,1499144.016113281,2637753.145019531,1463353.758056641,1102378.645385742,3733111.072753906,2033563.17980957,4067805.283203125,2650381.223632813
01-Mar-2011,3542890.205444336,1247477.993652344,2703833.338867188,1439055.744873047,1067732.831848145,3939237.698913574,2099904.939697266,3495934.524902344,2535986.172851563
01-Apr-2011,3469329.139282227,1100384.501464844,2487312.844726563,1429753.505737305,943924.2674560547,3905151.49822998,1693082.829711914,3217728.014160156,2786087.817382813
01-May-2011,2937977.516845703,996086.3598632813,2266650.271972656,1399829.163024902,932839.3461914063,3793643.886413574,1604227.104248047,3555273.975585938,2261362.05859375
01-Jun-2011,2827029.859741211,1102287.653320313,2187562.819335938,1581647.807373047,1081001.466064453,3423378.819274902,1481250.50970459,3161466.357910156,2308863.723632813
01-Jul-2011,2852417.414428711,901209.7817382813,2109958.283203125,1477952.879516602,886418.0927734375,2857800.288696289,1601308.443115234,3415950.984863281,2418516.58984375
01-Aug-2011,2377969.417602539,941082.6918945313,2099904.512695313,1329871.96875,988202.7191162109,3321516.725585938,1442571.949768066,3267096.216796875,2371698.19140625
01-Sep-2011,2767906.794433594,941257.333984375,1951126.997070313,1311458.880126953,799959.5340576172,3169995.348754883,1521646.679199219,2962846.841796875,2518871.416992188
01-Oct-2011,3091555.554931641,1348079.681152344,2565653.144042969,1400916.017822266,1119522.87487793,3323058.624145508,1656448.070922852,2929258.253417969,2286557.040039063
01-Nov-2011,2938159.806884766,1144484.55859375,2348002.810546875,1354692.355102539,933795.6945800781,3344751.085571289,1575829.394592285,2988123.712402344,2299146.807617188
01-Dec-2011,3493327.460083008,1144957.46875,2263776.747070313,1190809.587280273,1009710.876098633,3044926.960144043,1733615.11730957,3304720.544433594,2463740.20703125
01-Jan-2012,2913537.944458008,923582.8725585938,2272378.504882813,1317962.047485352,888280.0625,3311704.442810059,1631268.078735352,3549468.622070313,2095392.372070313
01-Feb-2012,3100404.235839844,1025117.740722656,2131638.487304688,1591866.616088867,1034482.477905273,4038744.563354492,1748872.495483398,3347055.201171875,2382677.671875
01-Mar-2012,3344937.069213867,1388016.441894531,2315835.959472656,1580160.584106445,1082332.024047852,3645545.327636719,1968516.24407959,3635700.998046875,2828393.458007813
01-Apr-2012,3174761.129882813,1268858.289550781,2662873.393554688,1207855.853149414,923753.0358886719,4173349.249572754,1729319.608764648,3256789.3671875,2514523.9296875
01-May-2012,2706265.678955078,1024305.764648438,2481334.657714844,1366961.446533203,1159880.681640625,3355703.70904541,1930771.483764648,3343001.063476563,2277862.166015625
01-Jun-2012,2972379.251342773,1220039.375976563,2751793.858886719,1380930.449035645,849433.4594116211,2996222.896484375,1725189.27911377,2833557.937011719,2309763.344726563
01-Jul-2012,2974306.660400391,1030597.854980469,2221772.958984375,1410267.859191895,726972.7340087891,3484911.19543457,1606798.497802734,3289819.1484375,2365894.072265625
01-Aug-2012,3032184.338989258,1038199.631347656,2036668.520996094,1465148.307800293,924869.1958007813,3435041.498046875,1773481.640319824,3101375.965332031,2194680.89453125
01-Sep-2012,3346033.863647461,1074569.331054688,2152004.315917969,1438620.946166992,948679.9461669922,3288407.455078125,1724111.394226074,3253709.681152344,2398273.618164063
01-Oct-2012,3040449.991577148,961465.7333984375,2047176.318359375,1272302.315917969,848272.4439697266,3425220.329956055,1676447.417724609,3340057.031738281,2345021.452148438
01-Nov-2012,2983716.886474609,1135520.315429688,2056337.55859375,1207783.288452148,852159.6864013672,2878467.073608398,1661949.274536133,3406300.932128906,2279729.154296875
01-Dec-2012,3002266.056030273,1036983,2439216.087402344,1355463.543579102,971321.9381103516,3240702.646728516,1747595.778442383,2761596.9140625,2217116.688476563
01-Jan-2013,2805135.749389648,828427.8198242188,2296630.592773438,1363138.884399414,885459.5147094727,3253963.813049316,1929591.408691406,3138794.061035156,2593619.340820313
01-Feb-2013,3458218.975341797,1849066.090820313,2601805.099609375,1523679.19720459,924295.2751464844,3632521.145263672,1915004.212646484,3667326.313964844,2484838.780273438
01-Mar-2013,3410289.379882813,1421814.39453125,2410871.122070313,1313416.041992188,1163344.659301758,4204385.233642578,1945016.513427734,3384353.294921875,2595044.248046875
01-Apr-2013,3867026.224975586,922103.5493164063,2541099.913574219,1517802.754394531,854262.7116699219,3426795.323974609,1838559.768676758,2962158.999023438,2620024.041992188
01-May-2013,3290799.39855957,996861.4541015625,2214456.036132813,1451987.588989258,1037424.630737305,3788124.380187988,1907819.768676758,3490918.665039063,2138084.830078125
01-Jun-2013,3421966.377441406,1045859.457519531,1946345.118652344,1358828.256958008,951410.6549072266,3560834.47454834,1944166.258422852,3259413.900390625,2376991.045898438
01-Jul-2013,2788025.942382813,1403318.584472656,2268543.801757813,1435279.672851563,817233.1390380859,2837282.361816406,1759787.297973633,3431376.17578125,2162463.924804688
01-Aug-2013,2748717.573608398,1141381.438964844,2446622.231933594,1432498.374389648,902280.5238037109,3152406.920837402,1747480.318847656,3015407.7421875,2155469.134765625
01-Sep-2013,2833429.741088867,1236014.236816406,2540977.061035156,1371910.913452148,951892.2108154297,3370241.553955078,1817205.504516602,2977867.930175781,2141711.837890625
01-Oct-2013,3036434.534545898,1171548.057128906,2253830.504394531,1362751.589599609,897646.2982177734,2847449.190307617,1750163.560791016,3126705.650878906,2405137.076171875
01-Nov-2013,3026955.727294922,1186342.054199219,2314674.818359375,1108380.959594727,792784.8255615234,3291798.713256836,1318877.057861328,2913348.444335938,2135997.303710938
01-Dec-2013,2935001.820068359,889714.9448242188,2493111.433105469,1471951.732055664,892567.9503173828,3491165.962524414,1667865.862426758,3059425.526367188,2183610.022460938
01-Jan-2014,3510686.740844727,913016.404296875,2329813.577148438,1414482.008544922,912205.1429443359,3258421.571228027,1685293.040649414,2981934.672851563,2383861.3828125
01-Feb-2014,3787813.55847168,1095060.506347656,2569957.62890625,1565832.572021484,1219652.128540039,3679174.709838867,1924938.900634766,3472976.91015625,2673515.04296875
01-Mar-2014,3162537.430297852,880674.3388671875,2568385.463378906,1599918.475830078,1224955.308227539,3714091.752807617,1718200.099243164,3715631.021484375,2748874.032226563
01-Apr-2014,2606552.778076172,1004882.922363281,2693721.735839844,1436893.693359375,757425.0191650391,3438104.595092773,1760770.32824707,3430646.859375,2485152.372070313
01-May-2014,2614824.541748047,1248176.795410156,2180221.009277344,1487246.920166016,858928.5692138672,3671953.097900391,1727762.780639648,3246860.222167969,2505434.65234375
01-Jun-2014,3061765.703369141,960059.1909179688,2360574.024414063,1282872.280273438,870807.4586181641,3067525.785888672,1815818.26940918,3171318.667480469,2244846.2109375
01-Jul-2014,3497978.720092773,941724.7602539063,2325374.390625,1167320.733093262,925009.8455810547,2971134.364624023,1657941.314453125,3015727.904785156,2347891.354492188
01-Aug-2014,3111548.099609375,1111160.065429688,2289649.827148438,1494457.4296875,658420.4353027344,3231324.369262695,1607458.63458252,2851695.926757813,2249918.4296875
01-Sep-2014,2530938.902954102,795409.6162109375,2058186.603515625,1314679.749389648,809368.8792724609,2764024.682128906,1692032.525634766,3194757.58984375,1980848.018554688
01-Oct-2014,2958874.309936523,849671.8549804688,2297020.161132813,1178574.558227539,888140.9514160156,2912795.735107422,1463963.492736816,2890916.047851563,2014316.237792969
01-Nov-2014,2704311.227905273,566878.0463867188,1508354.084472656,1085241.550842285,834496.8583984375,2220461.96484375,1317818.905761719,2433626.67565918,2058877.494140625
01-Dec-2014,2161134.077026367,642971.3041992188,1762965.665039063,954397.3326416016,942734.3321533203,2671099.932983398,1146548.496337891,2519442.634399414,2287152.695556641
01-Jan-2015,2535006.348144531,777174.2626953125,1437028.671264648,1055117.327819824,801303.8392333984,2838159.698364258,1179530.693847656,2423778.524658203,1903716.669921875
01-Feb-2015,2875637.755371094,669206.5756835938,1895707.659667969,1188294.412597656,903036.9508666992,2817514.569335938,1361800.684967041,3188489.471435547,2254380.466064453
01-Mar-2015,2911623.990112305,989669.4643554688,1498829.044433594,1240001.31652832,1111646.377929688,3217212.196044922,1244494.864440918,2890441.992675781,2545999.004882813
01-Apr-2015,2816398.625854492,663740.9506835938,1712718.872558594,1125169.704956055,707029.0084228516,2803377.349121094,888223.8579406738,2279323.748046875,2034331.171142578
01-May-2015,2916675.651611328,640088.5625,1456893.675292969,1232531.706787109,1003604.939331055,2515023.162109375,1465425.40246582,2602780.291381836,1973965.03515625
01-Jun-2015,2693206.889770508,594711.728515625,1498706.505371094,1050964.491638184,971719.8907470703,2625347.936645508,1095848.987060547,2323038.547485352,2131370.715087891
01-Jul-2015,2299542.481933594,528257.0183105469,1721851.461669922,884941.5233764648,723870.0313720703,2402600.919494629,1144046.418701172,2432980.799804688,2132805.631835938
01-Aug-2015,2700764.889892578,623031.0268554688,1594732.439208984,1044139.826843262,882262.6203613281,3140260.100585938,1188051.657287598,2752579.931640625,1771749.686523438
01-Sep-2015,2515663.069580078,697280.5895996094,1563756.773925781,1048472.34375,966334.3211669922,2544317.031982422,1043747.580200195,2167201.828613281,2144109.553710938
01-Oct-2015,2581311.270629883,718572.5690917969,1825666.587646484,1326247.072998047,748178.1959228516,2224429.969116211,1301530.775878906,2645283.901855469,2044243.033203125
01-Nov-2015,3001839.517333984,844883.2734375,1957494.173828125,1578301.556396484,640170.5264892578,2723043.949645996,1494842.212036133,3206183.161132813,2305678.705078125
01-Dec-2015,3239217.159790039,794507.6694335938,1819450.434082031,1484132.409057617,952683.8892211914,3464580.451782227,1721165.060424805,3147577.232421875,2213638.802734375
01-Jan-2016,3257718.583374023,1062165.524902344,1913383.243652344,1396120.579589844,897910.3334960938,2932936.273010254,1649104.185424805,3134280.225585938,2346020.908203125
01-Feb-2016,3297581.667236328,951282.0073242188,2111149.058349609,1441722.939086914,942870.349609375,3194598.41027832,1292540.651123047,3015624.637695313,2735694.066894531
01-Mar-2016,3131694.415649414,1117837.455078125,2195906.250976563,1728818.326049805,853815.5146484375,2946605.705444336,1664022.496826172,3093237.21484375,2586660.87890625
01-Apr-2016,2942416.154418945,816371.5593261719,2214338.865966797,1624071.955871582,920398.7233886719,3504791.614013672,1624218.191162109,3621442.56640625,2193005.690429688
01-May-2016,3085218.534912109,829895.7202148438,1905527.155761719,1295659.899047852,751175.5357666016,3287512.021789551,1466534.408935547,2967926.150390625,2405044.58984375
01-Jun-2016,2747264.800415039,876648.2990722656,1557717.68359375,1282564.57421875,827155.9820556641,2972319.761047363,1262316.139099121,3112269.243164063,2479987
01-Jul-2016,2641731.103881836,803171.8256835938,2032275.151367188,1171278.11706543,710734.3848876953,2568454.978637695,995579.8278808594,3096010.125,2152221.395507813
01-Aug-2016,2579013.526489258,705068.4748535156,1809684.275878906,1391952.148681641,820374.3377685547,3103864.778259277,1512476.652954102,2864587.357421875,2250000.486328125
01-Sep-2016,2692400.810302734,842675.0051269531,1748542.310546875,1399140.298095703,741334.7485351563,2880298.406799316,1529867.056152344,2838148.30859375,2029304.935546875
01-Oct-2016,3219076.482177734,715657.580078125,1897811.517089844,1527759.686645508,1067605.143432617,2926572.279663086,1110136.799438477,3655883.900390625,2257284.5234375
01-Nov-2016,2694182.592407227,759454.1928710938,1883197.870117188,1371571.657287598,781666.2767333984,3038200.287109375,1627154.156616211,3025657.924804688,2353232.732421875
01-Dec-2016,2888270.953125,945726.7058105469,1926402.843017578,1538987.161743164,801429.8273925781,2915712.150695801,1622535.802246094,3103208.66796875,2351599.125
01-Jan-2017,3329363.030151367,908349.361328125,1611811.603515625,1308611.928955078,969864.7298583984,3208573.492248535,1383589.862915039,3431402.340820313,2418854.815429688
01-Feb-2017,3341880.291870117,1044583.608398438,2051578.809082031,1546928.667358398,784940.4422607422,3534079.364501953,1963612.343505859,3803746.05859375,2489361.817382813
01-Mar-2017,3340383.564941406,1043800.899902344,2005775.575683594,1453988.240722656,756908.9901123047,3435199.862609863,1792035.734008789,3446966.310546875,2616226.795898438
01-Apr-2017,2984984.506103516,1092487.349609375,1953519.83203125,1628847.519775391,863900.3864746094,3131984.924621582,1839201.667236328,3356466.677734375,2165011.17578125
01-May-2017,2974725.301757813,978251.3527832031,1952202.322998047,1540604.301391602,1045606.691772461,2929982.711181641,1307158.041870117,3285203.421386719,2220120.043945313
01-Jun-2017,3218148.571777344,821270.0993652344,1830702.487304688,1388726.697814941,1023919.433959961,3078005.29486084,1638488.410522461,2908620.583007813,2293862.388671875
01-Jul-2017,2687256.057861328,862251.1081542969,2005105.770263672,1443666.801574707,808999.0936279297,3119785.883178711,1274485.455322266,2944738.499023438,2154402.5625
01-Aug-2017,3549866.328613281,1208667.287597656,2452167.954345703,1573540.165893555,881303.5159912109,2468548.303527832,1259593.34387207,3272055.961914063,2186617.595703125
01-Sep-2017,3055361.353881836,977403.4519042969,1928348.619628906,1693261.933837891,802417.6376953125,3101020.296447754,1349873.003173828,3428968.09765625,2130147.256835938
01-Oct-2017,2766492.266967773,912542.3718261719,2062661.323974609,1515313.209350586,878627.7216796875,3145054.373474121,1526685.375854492,3494000.509277344,2473853.198242188
01-Nov-2017,3067006.342895508,843757.6245117188,1868426.010742188,1369305.073852539,834750.8510742188,2815993.11151123,1642326.674682617,3283085.982421875,2256081.904296875
01-Dec-2017,2918546.200805664,896697.9133300781,2102263.014160156,1540201.11505127,835593.1484375,3269605.865661621,1609095.676635742,3049952.841796875,2165571.581054688
01-Jan-2018,3030876.603637695,707396.17578125,1957414.799072266,1432348.756225586,1060810.35534668,3096769.887268066,1612521.363647461,3219809.92578125,2095741.313476563
01-Feb-2018,3667822.300048828,1248857.475585938,1948351.836669922,1664801.751342773,1098327.300415039,3660139.667297363,1749236.720458984,3596036.069335938,2119511.481445313
01-Mar-2018,3598976.32800293,1111592.625976563,2037119.827880859,1886085.380249023,1045336.91015625,3754416.768371582,1701053.825683594,3375484.871582031,2487286.986328125
01-Apr-2018,2818929.051147461,873532.2885742188,2415080.387207031,1695220.700805664,921536.3217773438,3316912.012573242,1520350.66394043,3323841.861328125,2320055.783203125
01-May-2018,3289914.387451172,1100930.166748047,2134297.911132813,1371438.03729248,953146.5627441406,3474107.026123047,1694343.255859375,3202474.987304688,2042326.705078125
01-Jun-2018,3409036.418334961,893341.3474121094,2393877.881103516,1442482.971923828,978520.8848876953,3154719.364990234,1547177.659057617,3131314.876953125,2144601.033203125
01-Jul-2018,2846674.530151367,971391.8901367188,2047465.416015625,1265529.481750488,869035.6770019531,2853989.302062988,1939361.164916992,2969516.416992188,2174223.541015625
01-Aug-2018,3023120.495483398,945609.5751953125,1847720.581542969,1387436.843994141,826833.1809082031,2706169.041748047,1436413.974365234,3720427.997070313,2191223.633789063
01-Sep-2018,2301144.204589844,1132697.808105469,2303060.298095703,1438424.807006836,885704.8841552734,2952169.345092773,1523218.130615234,2789683.5,2108446.903320313
01-Oct-2018,2922092.650512695,1087049.614746094,2349306.146972656,1473072.463928223,843964.8731689453,2814735.703369141,1491723.373168945,3017601.172851563,1930786.52734375
01-Nov-2018,2519068.332641602,917480.8232421875,2144973.723144531,1346281.07800293,802551.9783935547,2887581.190979004,1552447.030639648,3447245.37109375,1720727.966796875
01-Dec-2018,2610718.945556641,775677.2700195313,1996524.150390625,1688279.442749023,1082709.505615234,2946279.515686035,1681245.413574219,3392804.741210938,1907254.817382813
01-Jan-2019,2594667.590332031,1027859.887451172,2106960.575195313,1451105.025634766,877943.4565429688,3117133.654541016,1608318.627685547,3259708.150390625,2099774.8984375
01-Feb-2019,3422209.988647461,1235253.771972656,2368856.722167969,1600463.484741211,1100886.707397461,3062687.490844727,1657541.97277832,3728365.540039063,2067318.754882813
01-Mar-2019,3419893.121948242,1149934.298828125,2413439.951660156,1593042.021850586,856500.3038330078,3420484.535888672,1684265.149047852,3602983.203125,2627986.397460938
01-Apr-2019,3315870.132446289,977146.0354003906,2179758.584472656,1374351.363098145,860759.5947265625,3285247.581176758,1732789.819580078,3647490.827148438,2171662.364257813
01-May-2019,3105514.2265625,1102784.410888672,2592182.529785156,1335741.353759766,975163.7017822266,3169450.840881348,1607060.58190918,3565478.051757813,1860125.247070313
01-Jun-2019,3090024.715209961,1052364.618164063,2205500.556396484,1347831.839477539,947582.4660644531,2982123.897949219,1561293.536987305,3635505.818359375,1711624.46484375
01-Jul-2019,3116277.059570313,1134311.004394531,2351779.950683594,1538341.1875,652514.8032226563,3651124.053466797,1682808.57019043,3397948.939453125,2767794.631835938
01-Aug-2019,2625207.52722168,932128.7878417969,1795411.681640625,1645677.927612305,945739.4036865234,3536716.181030273,1340876.912841797,2903759.85546875,1658114.922851563
01-Sep-2019,2798162.023193359,1018191.099121094,1910174.667724609,1662871.15045166,772196.5714111328,3134758.690185547,1796812.733398438,2924443.47265625,2014989.571289063
01-Oct-2019,3029941.928344727,708917.953125,1924384.221923828,1459605.619995117,933847.0856933594,3090230.98828125,1906363.586425781,3024016.784179688,2272370.360351563
01-Nov-2019,2890915.044433594,1149160.225097656,1973108.468261719,1299185.999633789,956330.7861328125,3311366.753295898,1673934.516967773,2994598.966796875,2414404.859375
01-Dec-2019,3106912.074462891,922572.99609375,2030380.65625,1524331.733520508,1149573.448120117,3564956.606323242,1660035.279541016,3363249.576171875,2237420.850585938
01-Jan-2020,3237008.082763672,932533.1140136719,2181872.452636719,1448139.274658203,894704.4631347656,3248306.97644043,1484906.851196289,2829642.11328125,2083011.122070313
01-Feb-2020,3163801.688964844,1124052.779052734,1976690.96484375,1789888.594299316,870328.6260986328,3222868.880004883,1681753.576171875,3032735.469726563,2513191.118164063
01-Mar-2020,3417907.916625977,1250675.416992188,2151976.794921875,1518593.310180664,997776.2203369141,4023943.897705078,1550978.591308594,3813115.646484375,2311476.452148438
01-Apr-2020,2294065.927612305,919351.947265625,1601817.528320313,1741586.389953613,802584.7143554688,2791038.011657715,1465165.247192383,2874834.830078125,2060057.78515625
01-May-2020,2865770.730712891,985426.1604003906,1790767.155273438,1355115.528564453,778750.55078125,2584901.445678711,1334946.250854492,2712506.267578125,2070013.749023438
01-Jun-2020,2947505.355224609,882475.8608398438,2039256.604980469,1357952.294433594,742605.9302978516,3114531.124511719,1424090.779663086,2799336.545898438,2241925.034179688
01-Jul-2020,2950882.858764648,1124444.971191406,1847113.405273438,1568551.325317383,912758.44140625,2859019.941894531,1646460.681884766,3253998.006835938,1665727.71484375
01-Aug-2020,2931201.419555664,919829.6845703125,2312917.495605469,1509276.45715332,791670.4058837891,2962051.677734375,1715255.538208008,3744629.518554688,1946626.120117188
01-Sep-2020,2502054.209838867,799798.2822265625,1901900.362304688,1507128.320861816,940839.2301025391,2508585.477172852,1596951.271240234,2731826.897460938,1716492.823242188
01-Oct-2020,2507663.678344727,864012.8720703125,1747361.063476563,1552661.261962891,980399.439453125,2574717.592834473,1824195.895019531,3374896.595703125,2195367.12109375
01-Nov-2020,2899624.810913086,779335.353515625,1962549.483398438,1442881.905883789,801715.5112304688,2942586.675415039,1502377.653564453,2861143.453125,1878930.362304688
01-Dec-2020,2875871.042602539,828003.8422851563,2136907.603515625,1644775.938598633,765883.1639404297,2650789.633178711,1585331.349487305,3266302.25390625,2218010.106445313
01-Jan-2021,2918299.78918457,976527.6906738281,2072596.690917969,1417924.01953125,756607.3282470703,2677298.659423828,1816410.352172852,3685826.873046875,2202484.950195313
01-Feb-2021,3143246.917236328,1210138.690429688,2354330.710693359,1738096.34387207,868752.79296875,3486865.451660156,1555409.922363281,4103000.572265625,2472458.8828125
01-Mar-2021,2952040.554931641,917752.1081542969,2197427.031005859,1434116.921142578,997646.8948974609,3485764.743041992,1533578.461303711,3179669.48046875,1998687.650390625
01-Apr-2021,2776138.568725586,820487.5844726563,2384561.881835938,1487817.633972168,803035.6585693359,2476924.497741699,1283261.678100586,3060087.586914063,1781236.434570313
01-May-2021,2498685.412231445,877371.05859375,1568913.786621094,1307906.232177734,730684.0887451172,2659562.248352051,1472903.237304688,2701983.522460938,1667706.520507813
01-Jun-2021,2395414.085693359,750811.3786621094,1465023.2265625,1171999.821166992,825634.6245117188,2478934.997436523,1441914.49609375,2373882.35546875,1961103.834960938
01-Jul-2021,2436130.872802734,609043.4252929688,1147708.61328125,1358107.934020996,756236.9339599609,2059080.565673828,1271765.760986328,2651080.849609375,1727792.196289063
01-Aug-2021,2406091.655273438,822900.2373046875,1282656.895507813,1267514.718261719,701442.0319824219,2374655.231933594,1613384.525268555,2537200.411132813,1552987.428710938
01-Sep-2021,2653530.708251953,970471.6171875,1589481.479492188,1323810.217285156,742206.1129150391,2487183.225585938,1566123.406982422,3052561.573242188,1871577.693359375
01-Oct-2021,3199543.804931641,876212.0615234375,2097522.380859375,1477214.682617188,781076.1096191406,2572168.632324219,1500192.835693359,2827005.4140625,1820918.462890625
01-Nov-2021,2733223.803955078,1062047.594726563,2333256.650390625,1555984.623657227,826678.5578613281,2780030.153808594,1858221.955566406,3407737.8515625,1783531.880859375
01-Dec-2021,2054107.139404297,863791.1665039063,1995908.084472656,1301717.138427734,940204.6879882813,2491093.034301758,1838226.881225586,3045624.109375,1794895.34375
01-Jan-2022,2555318.245117188,1023921.570068359,1874186.231445313,1253821.824951172,738776.3254394531,2809341.106323242,1305253.904174805,3402379.017578125,2028626.8828125
01-Feb-2022,2937810.416503906,1168430.576171875,2377548.854003906,1465285.489013672,971820.7365722656,3169288.030029297,1725411.936157227,3286357.383789063,1977676.205078125
01-Mar-2022,2400717.139770508,1035280.007324219,2569417.454589844,1720491.898925781,822422.669921875,3116179.307739258,1779875.010498047,3959450.774414063,1996809.85546875
01-Apr-2022,3037945.538330078,882983.6010742188,2117707.1640625,1321079.705688477,906269.3002929688,3074492.170532227,1431794.645263672,3180344.404296875,2373399.564453125
01-May-2022,3016204.779663086,1109122.009765625,1842959.334472656,1561569.838256836,606500.646484375,2633666.254272461,1787724.877441406,2567193.100585938,1862700.985351563
01-Jun-2022,3391908.688232422,938730.236328125,1605120.618652344,1553035.465942383,926944.6479492188,2503276.891601563,1833508.78125,2629727.438476563,1923875.388671875
01-Jul-2022,2406772.023193359,911740.7885742188,1999180.464355469,1765195.733276367,648863.919921875,2650052.082885742,1698500.852294922,3226170.602539063,1789371.064453125
01-Aug-2022,2723236.605957031,969101.3798828125,2301683.779785156,1672009.739013672,702988.6384277344,2351311.130249023,1715296.217529297,2848827.340820313,1760006.0390625
01-Sep-2022,2628003.737792969,1054372.630859375,2016178.14453125,1214728.849609375,745287.6394042969,2712435.971801758,1619289.641601563,3019459.513671875,1473578.478515625
01-Oct-2022,2477454.924926758,962152.9858398438,2043224.101074219,1582048.732421875,893406.6906738281,2542825.720581055,1414478.416259766,3032913.018554688,2571970.825195313
01-Nov-2022,2563418.465087891,1047050.018066406,2249625.172363281,1592600.94140625,718787.4210205078,2662634.931640625,1597595.137329102,2996978.997070313,1919600.743164063
01-Dec-2022,3279495.784667969,1270607.535644531,1816842.519042969,1465272.653564453,825825.3883056641,2481426.699951172,1417161.33605957,3315649.967773438,1605356.296875
01-Jan-2023,2856254.691650391,834811.4025878906,2371981.836425781,1284720.723510742,1040600.966552734,3184095.756347656,1564957.207641602,3175324.26953125,2040154.245117188
01-Feb-2023,3085316.794799805,1166862.234375,2278452.498535156,1897628.599487305,935340.2672119141,3058985.183227539,1820692.843261719,3789615.206054688,2031506.25390625
01-Mar-2023,3636072.24230957,1343723.042236328,2260708.918945313,1630969.569458008,652013.7899169922,3064616.230834961,1608979.079223633,3831374.193359375,2291184.625976563
01-Apr-2023,3191234.796630859,1071459.707519531,2456672.934082031,1706230.397338867,852695.5135498047,3029090.065185547,1651912.920654297,3507471.227539063,1911288.421875
01-May-2023,3221159.335205078,1070119.551757813,2020275.196777344,1444275.986572266,819254.1170654297,3418627.521728516,1875171.471313477,3415397.72265625,2208194.325195313
01-Jun-2023,2426985.164428711,1013024.771972656,2716766.395996094,1640828.905395508,843797.4210205078,2784891.682739258,1948725.968383789,3479266.059570313,1872445.211914063
01-Jul-2023,2915944.118164063,1072959.362060547,1918530.670410156,1486131.485229492,949668.8303222656,3275308.744750977,1871644.227783203,3295180.200195313,2266892.454101563
01-Aug-2023,2668037.934692383,977598.4858398438,2440237.550292969,1540787.036621094,927415.7225341797,2797654.553344727,1738572.839477539,3270959.97265625,2442607.255859375
01-Sep-2023,2764834.739379883,881165.5278320313,1672883.328613281,1604921.179443359,952059.1291503906,3172968.197753906,1462696.725952148,3422965.184570313,2290729.05078125
