date,WGT_pac_n,WGT_esc_n,WGT_wsc_n,WGT_mnt_n,WGT_nen_n,WGT_sat_n,WGT_wnc_n,WGT_enc_n,WGT_mat_n
01-Feb-1999,3414388.428344727,1281143.375488281,2158248.602050781,1465568.197937012,1075175.728149414,3996296.24987793,1893372.357177734,4274523.406738281,2649894.100097656
01-Mar-1999,3507873.833862305,1369118.703125,2474152.113769531,1319498.956665039,1178673.890625,3893323.469482422,2030555.076263428,4261064.020019531,2944655.538574219
01-Apr-1999,3482501.868408203,1499372.595703125,2004334.538085938,1547851.740722656,1160860.345336914,3473268.795410156,1909659.464111328,4330246.958496094,2595076.380371094
01-May-1999,3999501.825927734,1268065.397460938,1941623.877441406,1507514.996582031,1277238.31628418,3551937.400512695,1879438.234741211,3822829.368164063,2625730.220214844
01-Jun-1999,3412461.444763184,1273225.600585938,2145657.240234375,1485864.567260742,1069008.421142578,3944907.266967773,1909719.835205078,4288987.777832031,3003894.793945313
01-Jul-1999,3863803.593994141,1198217.959228516,2295935.444335938,1198296.426940918,1279384.40222168,3499748.806030273,2063309.532958984,3837122.834960938,2552476.373535156
01-Aug-1999,3243182.739135742,1160690.314941406,2528395.510253906,1314310.467376709,1055600.983398438,3850675.559082031,1857998.765930176,3818097.442382813,2576905.259277344
01-Sep-1999,3182223.548828125,1236620.969238281,2462278.235839844,1418597.491394043,1112401.325195313,4347375.747802734,1883703.222381592,3582001.281738281,2833147.596191406
01-Oct-1999,3332584.392822266,1349504.389160156,2224442.732910156,1456378.559448242,1202171.377563477,4013468.852905273,2202531.911865234,4001871.767089844,2444246.759765625
01-Nov-1999,3124115.015991211,1406565.356445313,2351048.87109375,1508492.67956543,1180995.353881836,3874982.315795898,2048953.746826172,4072618.285644531,2685174.098144531
01-Dec-1999,3723127.807373047,1496702.124023438,2412213.399414063,1294859.819335938,1349760.471191406,3883996.34753418,2340457.240112305,4167392.278320313,2557676.666015625
01-Jan-2000,3359315.313598633,1138479.75390625,1847648.430664063,1461749.198303223,1099906.182006836,3775392.602783203,1735604.545349121,4074951.097167969,2712178.787597656
01-Feb-2000,3866074.075683594,1223327.956542969,2275631.274902344,1266705.117248535,991813.1202392578,3055886.756591797,1737539.643920898,4156026.547363281,2779250.250976563
01-Mar-2000,3361092.039428711,1367252.951660156,2267572.008300781,1619699.926422119,1035058.745483398,4088048.885620117,2224545.69128418,4315980.772949219,2766559.126953125
01-Apr-2000,3430406.848999023,1362008.525390625,2327208.360351563,1483034.490966797,1054761.219360352,3686196.060058594,1898229.957366943,3799827.147949219,2727784.856933594
01-May-2000,3161139.629760742,1273148.552246094,2224380.02734375,1446732.667327881,900114.0135498047,3373170.551391602,1928459.485717773,3845357.304199219,2557160.920410156
01-Jun-2000,3293375.44543457,1180108.880371094,2041608.375244141,1401215.64050293,1225906.048706055,3189403.597900391,1887831.58203125,3610402.725585938,2149989.097167969
01-Jul-2000,3256610.265014648,1152119.114257813,2288175.992675781,1536168.725708008,1278013.722167969,4042907.838989258,1854754.968811035,3342961.838378906,2428654.705078125
01-Aug-2000,2731361.82434082,1266395.166015625,1996694.346191406,1428371.171020508,1092123.589233398,3673084.120361328,1722938.165161133,3914871.733398438,2386605.48828125
01-Sep-2000,3100906.84387207,1230642.383789063,2027074.491699219,1557946.651550293,1155969.507202148,3406464.906982422,1686080.129089355,3898678.262695313,2662715.124023438
01-Oct-2000,2806111.773925781,1210281.302734375,2038586.533203125,1562864.44720459,1078257.311645508,3677603.814208984,1739121.991210938,3799623.390625,2612262.776367188
01-Nov-2000,2931821.485717773,1148740.007324219,1879905.597167969,1375238.711425781,1243554.137695313,3335738.984741211,2209816.623657227,3470662.806640625,2540193.646484375
01-Dec-2000,3139460.309326172,1069524.102050781,2192372.955566406,1333120.611633301,1087834.686767578,4083585.805908203,1983137.347167969,4079501.565429688,2662933.219726563
01-Jan-2001,3861350.507202148,1179401.155273438,2099931.353027344,1420119.733520508,1174123.226806641,3872429.366821289,1930071.045410156,4306158.543945313,2619934.301757813
01-Feb-2001,3278742.061645508,1360184.746582031,2388541.507324219,1652490.338684082,1252553.296386719,3895208.912353516,1919644.095733643,3564821.550292969,3012047.834472656
