date,WGT_pac,WGT_esc,WGT_wsc,WGT_mnt,WGT_nen,WGT_sat,WGT_wnc,WGT_enc,WGT_mat
01-Apr-2015,3.9226077,5.4070854,5.7158413,3.3830764,1.3569894,2.3961749,3.0023661,3.7041271,3.9237032
01-May-2015,3.923991,2.7789989,0,1.5504186,1.8018489,3.7386048,3.5093615,2.4691715,3.0304101
01-Jun-2015,4.0821996,4.4451761,2.612628,2.964226,2.2203183,3.9221759,6.2520356,1.9048195,2.1052701
01-Jul-2015,3.2788711,2.8064024,1.6701834,4.9272513,3.9223261,2.9868691,4.0821996,4.0821996,.95665592
01-Aug-2015,3.9698067,0,1.2061518,4.0820684,0,1.8348405,2.7651548,2.0032253,1.5504147
01-Sep-2015,2.7398975,3.9234633,1.9481118,4.2820044,4.2562428,.79678893,5.4809742,3.0641642,2.4691715
01-Oct-2015,4.0999727,3.7740328,0,2.9651623,4.6516128,1.5999795,2.6433258,2.9893503,2.1448522
01-Nov-2015,4.0820479,2.7626107,2.8987536,3.4444683,3.2788711,4.7787771,4.9699678,2.0618668,3.0771658
01-Dec-2015,2.9500663,3.3901551,0,2.9558821,4.2559614,1.5303967,3.605351,3.0778553,3.7740328
01-Jan-2016,3.9230084,1.7184839,3.5627184,3.9220738,3.9220712,1.8576338,4.8790164,3.0077486,4.4451761
01-Feb-2016,3.3901551,3.8001132,4.499732,3.953084,4.5368543,4.0005336,3.6509287,2.9585297,3.8714511
01-Mar-2016,5.1058087,2.5505323,2.0619287,2.9766848,4.80093,2.3350532,4.4155574,3.0397475,3.3546178
01-Apr-2016,4.1123996,3.9220712,3.3842325,4.9424896,3.7740328,2.5317807,3.9220748,2.8169794,3.3069997
01-May-2016,5.4456158,3.5078092,3.4489384,3.1252544,4.5254898,4.8790164,4.0821996,2.7398975,3.7740328
01-Jun-2016,5.2643733,2.7398975,4.2420754,3.1498637,.42803663,3.6367645,4.0821996,3.5975089,4.1621695
01-Jul-2016,4.0823026,5.4067187,3.6732023,2.7149189,3.7740328,1.1696084,7.4105067,2.5431755,2.575254
01-Aug-2016,4.4764972,2.5315733,3.5091319,4.7384009,4.7981486,3.7740328,4.0821996,2.5988166,1.9033692
01-Sep-2016,5.6852818,5.7158337,2.8228774,3.9220736,2.645802,4.9274268,3.7738891,4.6520014,2.7027674
01-Oct-2016,5.0149803,6.9745073,2.2472856,4.1021981,4.6520014,5.7158413,4.8790164,4.0821953,2.8008432
01-Nov-2016,5.1293292,5.7158413,2.105268,3.8103352,3.0483,2.5317807,5.4067221,3.8221197,3.9220712
01-Dec-2016,5.264863,4.2562428,2.5981276,2.3530505,3.6367645,2.020272,2.4727862,2.8987536,3.361666
01-Jan-2017,5.8840499,.71685171,3.440114,5.4074883,4.3500361,2.963177,3.5590944,2.5399711,0
01-Feb-2017,4.2559614,4.0821953,3.9231012,3.7039852,3.9220712,2.7027695,3.3228118,2.5419436,7.4105101
01-Mar-2017,4.2559614,3.2789824,3.8169494,7.4693089,1.9544609,4.909554,3.9231012,3.0771658,2.9762793
01-Apr-2017,3.9223261,.62063754,4.05585,4.7346077,8.0969067,2.5975487,3.6367645,2.8987536,3.8226464
01-May-2017,2.8169794,3.5627205,2.7939382,3.5716763,2.122364,2.8169794,4.2559614,4.2761841,2.9486215
01-Jun-2017,4.3951921,2.9493189,2.1978886,2.020272,5.0772324,3.2019377,2.8173616,2.0644395,2.7149954
01-Jul-2017,4.8790164,5.5059724,2.4691715,3.7738853,3.5091319,3.9229515,4.4284921,2.1506205,3.0771658
01-Aug-2017,5.4067221,2.4097552,4.3719735,4.6520014,2.8170888,3.5093615,2.6668248,3.0771658,3.2131248
01-Sep-2017,3.8151765,3.9224336,4.8790135,6.0213175,2.955879,2.4691651,1.8018489,3.9220703,2.8987536
01-Oct-2017,3.0771658,3.0771658,2.4163504,3.4980993,6.2798553,3.2605469,4.6520014,2.4691617,2.5975487
01-Nov-2017,4.8790164,1.9768343,2.9558802,2.4979057,2.1978908,4.5928969,2.8169763,2.6668248,2.6668248
01-Dec-2017,4.8790164,3.9220676,2.951031,2.8170877,3.8686333,2.0868366,2.6317308,2.8987536,2.366972
01-Jan-2018,3.252316,2.0179431,1.6806518,2.2062511,4.4451761,3.0458148,3.998899,3.9220712,3.076262
01-Feb-2018,4.6520014,0,2.4691715,4.8790164,2.6661127,2.9766796,2.5310309,4.1385217,2.6668224
01-Mar-2018,4.9896989,5.5248451,6.8992872,6.8992872,.0023098271,4.7033935,2.9770639,3.125953,4.0054483
01-Apr-2018,4.4451761,1.865721,2.1972411,4.6169271,4.2559614,1.597084,3.6367645,3.3891592,1.6129366
01-May-2018,5.5569849,2.7398975,2.2241654,2.8675773,3.0459192,3.8532906,2.9723091,2.2207692,2.8170877
01-Jun-2018,4.6520014,6.1873384,4.0820479,1.3190026,3.0524483,3.5093651,2.9558794,3.9220712,4.6520014
01-Jul-2018,4.4451761,1.9999921,.15924801,.09656471,6.0624623,2.6726031,4.6520014,3.9226077,0
01-Aug-2018,2.545454,5.5820193,2.8987536,6.1748066,4.4451761,1.6753167,5.1286168,2.7398975,1.900196
01-Sep-2018,5.5451355,3.0137119,2.7398975,2.4097552,7.0523696,2.6787333,3.6367645,3.9220712,4.9794755
01-Oct-2018,5.6570339,5.4489794,3.2443726,4.6520014,3.9220712,3.2252052,4.2252536,3.120451,4.7783699
01-Nov-2018,4.8793445,6.7438884,3.4401464,4.8790164,4.4451761,5.5976696,4.8019629,2.2472856,0
01-Dec-2018,4.3016944,5.7158413,2.9413886,2.5316763,2.992744,3.8466282,4.762805,3.0771711,3.8466282
01-Jan-2019,4.3275943,3.7522418,2.5017769,4.8790164,2.105341,3.4444683,3.5367818,3.9223261,6.8992872
01-Feb-2019,6.8428497,3.0771658,2.8169794,2.566777,2.7650404,2.0202708,2.2623372,2.9675767,3.3901551
01-Mar-2019,3.9220712,3.3901551,3.9220712,4.0821996,2.9549675,5.4067221,4.477212,2.4691715,4.0818553
01-Apr-2019,7.6534667,4.233983,2.3473365,4.0820456,7.6961012,4.4310088,2.4780056,3.0771658,3.9220712
01-May-2019,4.032608,5.1304932,2.045059,4.6520014,3.3901551,4.8646445,3.1748698,1.5511684,6.5753808
01-Jun-2019,5.9774122,2.9852962,4.3296785,4.0288539,5.7158413,4.3015709,2.1983805,4.0821996,3.922353
01-Jul-2019,5.6352935,2.8162589,4.3485112,4.0003848,2.8987536,2.7398975,3.1726615,3.426456,4.4846749
01-Aug-2019,4.6520014,2.5317783,2.3716526,2.9852962,3.2647078,2.2989519,2.9766848,3.3901551,1.3351333
01-Sep-2019,4.4016876,.95624661,4.8788319,4.6520014,4.6170235,3.571805,4.0820704,3.9220712,6.5139375
01-Oct-2019,3.9877691,1.8345658,1.9047425,4.9273286,6.0989275,3.773881,3.3901551,3.125953,4.2559614
01-Nov-2019,5.1291437,3.3901551,6.0624623,3.5979221,2.1978886,2.9413927,4.6520014,3.5821323,6.0582938
01-Dec-2019,3.9223261,4.6520014,6.1873384,4.8790164,3.8592319,1.835224,3.7738853,3.8631396,2.4831603
01-Jan-2020,4.4451761,5.1293292,8.0048018,2.8169794,2.5933356,5.1291456,3.8669155,1.9802651,3.9220712
01-Feb-2020,3.9224277,0,2.9557767,4.6520014,4.6520014,3.2386553,3.390466,3.2789824,2.0620697
01-Mar-2020,4.2896514,2.3430281,2.8170877,3.5718083,1.438623,3.4685557,2.8170877,2.8987594,1.9802654
01-Apr-2020,2.2250581,4.2559614,2.462193,4.878849,5.4864917,2.8170877,6.0624623,3.045922,2.7936304
01-May-2020,6.8992872,3.7802353,2.8987536,4.0821996,5.7395091,3.6367645,5.1964622,2.0307877,5.7241426
01-Jun-2020,5.7158413,3.2794275,3.7139587,4.8426638,4.3485141,2.8168547,3.488728,3.0761023,4.0821996
01-Jul-2020,3.9229515,1.1177189,0,4.2717714,6.8990407,3.1847475,2.9447196,2.4155703,5.038115
01-Aug-2020,3.5091319,1.390294,4.8796844,1.5748357,3.6812644,0,6.4542837,2.4096673,3.9223559
01-Sep-2020,6.1077819,7.8843026,5.1823144,5.2556658,1.9692602,2.0186355,5.1291389,2.7398975,3.7740328
01-Oct-2020,3.9138832,1.8293176,3.9220712,5.4725943,4.8793368,3.5091319,3.4963539,3.7740328,2.3741946
01-Nov-2020,5.1293292,0,2.3719816,4.0821996,5.7158413,3.2789824,4.0821996,3.7740328,4.7353683
01-Dec-2020,2.5640395,.0012976482,1.053259,3.9220712,3.2789824,5.061708,2.105341,2.8987536,4.2559614
01-Jan-2021,4.6520014,0,2.5533302,2.845937,5.4213815,4.2562428,3.9229515,3.0771658,3.9229515
01-Feb-2021,5.1293292,2.1713796,3.3901551,4.5462375,3.9470017,4.6520014,4.1672678,3.3227887,3.1628628
01-Mar-2021,4.7785306,5.7158413,3.1842334,2.7398975,0,1.0673103,4.0243406,2.2813735,4.0820456
01-Apr-2021,2.4951594,3.923991,1.8018506,1.1173344,2.9701555,3.9222102,.025344271,4.4300232,4.0821996
01-May-2021,3.7740328,3.9223261,.086308248,4.8792739,7.930861,2.0873783,2.9766848,3.9229515,3.0305321
01-Jun-2021,6.877954,2.0000744,3.8719823,6.4538522,4.0334854,0,4.1962652,2.0618496,3.5090044
01-Jul-2021,6.6134491,10.536052,5.608726,5.7156405,4.7868094,2.105341,5.0378342,4.8793368,4.2559614
01-Aug-2021,4.2559614,3.6367645,5.4067221,2.4692628,3.5093615,.77859652,3.9521666,3.5482364,9.2058144
01-Sep-2021,4.8788319,1.5528249,3.9223261,6.8992872,4.6520014,4.7779517,5.3773632,3.8739784,4.5120435
01-Oct-2021,4.0821996,4.2559614,4.879333,5.9476609,4.7973537,3.923991,3.9220712,4.0820704,3.2788711
01-Nov-2021,4.5324783,3.773881,3.9313767,5.5499105,6.0622363,4.0822058,4.2558208,5.4067221,1.0362337
01-Dec-2021,6.0624623,2.4296052,3.2789793,6.4538522,7.1458964,4.0820532,2.8170877,9.0971775,6.0624623
01-Jan-2022,3.7740328,3.5936732,10.008346,8.7011375,7.3427486,8.3962021,6.4538522,5.0370345,2.1276603
01-Feb-2022,4.7785354,1.9080273,7.4904113,6.8992872,5.8688965,7.1458964,6.1243663,7.1389976,9.9850645
01-Mar-2022,4.6689835,6.4538522,5.7713919,6.4538522,4.0821996,5.8840528,5.7158413,6.8992872,4.9481845
01-Apr-2022,6.1532307,8.5942402,6.8211598,6.8990455,5.6570306,4.8788319,11.7783,7.0617566,7.1458964
01-May-2022,8.7007246,11.778303,5.7166386,6.0624623,13.353139,6.4538522,6.8992872,7.4107971,5.602313
01-Jun-2022,7.796154,6.0855289,7.173913,7.989151,9.2663708,5.5383267,6.8495293,7.4107971,6.6253748
01-Jul-2022,6.8988605,4.3489194,4.0821996,8.0042706,2.9852962,8.7012577,6.8990326,7.2082086,2.5316763
01-Aug-2022,6.3369684,2.8170111,5.4067221,6.4538522,6.6010671,6.9959512,4.0821996,8.3378458,6.4538522
01-Sep-2022,4.2512007,5.1293306,5.7158413,8.2238102,8.7011375,7.796154,6.2798553,7.19384,6.810041
01-Oct-2022,6.1890783,7.1309056,6.8993816,8.0042706,6.680326,6.2555556,7.878088,4.4016891,5.5276365
01-Nov-2022,7.2568026,4.879015,4.0117955,9.0971775,5.2643733,5.1291409,5.1293292,5.4065242,5.1304932
01-Dec-2022,6.4838958,7.4107971,3.8466282,6.97333,4.0821996,6.0624623,4.5937152,5.4067221,4.5462332
01-Jan-2023,6.0624623,8.8603859,4.8739586,6.0622363,3.7740328,5.7569871,6.8990326,6.6131001,7.8473787
01-Feb-2023,8.5743618,8.899972,8.3384199,6.0624623,5.4259224,7.4107971,6.4538522,3.7740328,6.0622363
01-Mar-2023,5.3971858,8.7011385,6.2520356,8.2238102,10.559044,7.3126383,4.8790164,6.303452,5.7158413
01-Apr-2023,5.5569849,0,4.8790164,7.1970849,4.0821996,6.8992872,3.2260861,4.9275155,10.536057
01-May-2023,6.2520356,6.3058157,5.1291409,7.1458964,5.7158413,5.1295462,8.8947487,6.4538522,6.2526169
01-Jun-2023,6.2520356,6.6138759,3.3900275,4.4016843,6.8992872,7.8473692,5.4990606,4.9188399,5.7010274
01-Jul-2023,4.2420683,4.0916057,4.8703194,5.6089468,6.130055,4.9595275,6.8992872,6.3519316,3.9229515
01-Aug-2023,6.0624623,6.8992872,5.3437686,6.4538522,5.2643671,2.8986506,4.6520014,5.1432214,3.2087049
01-Sep-2023,4.879333,9.5310183,4.0824275,7.4105158,4.6518168,4.3219099,4.2205582,5.1293292,5.608726
