date,WGT_cmi,WGT_ehi,WGT_fpi,WGT_lhi,WGT_mni,WGT_pai,WGT_tti
01-Jul-2007,2.2884295,5.3117361,5.150754,5.1291428,4.2891579,3.4401426,4.4016867
01-Aug-2007,5.7158413,3.9106243,4.1383672,4.0821996,4.8790135,5.5713954,3.7271395
01-Sep-2007,5.1293292,4.4850569,5.7158413,4.2443051,2.5312448,2.9558816,5.370419
01-Oct-2007,4.8790164,4.4451761,3.923475,3.8282151,3.8466282,3.3771148,4.4650655
01-Nov-2007,6.4538522,4.2086382,3.9607716,4.7252917,3.6367645,3.1865771,6.0624623
01-Dec-2007,6.5427828,3.9299107,5.1293292,2.9757745,3.4428794,3.9220712,3.3901551
01-Jan-2008,5.1304932,2.8170877,3.7039888,1.724179,4.4171267,3.9220676,3.2353635
01-Feb-2008,4.6520014,3.9499607,4.0819302,5.7158413,4.0003886,3.6366274,4.9500666
01-Mar-2008,1.6551189,4.8840175,4.4451761,4.0470462,4.6520014,4.1730671,3.4191372
01-Apr-2008,3.9220712,4.4171267,5.8956165,3.1748698,4.7785354,3.9609101,3.7041235
01-May-2008,6.4538522,4.138382,4.0821996,4.0821996,3.0410054,6.6939454,5.129333
01-Jun-2008,4.8790164,4.0820704,4.0821996,1.9242254,3.2789824,4.6406407,5.4067221
01-Jul-2008,4.8790193,3.6228967,5.1293292,4.0821996,3.3901551,4.703208,3.7729173
01-Aug-2008,3.3901551,4.7290092,3.2788744,3.6367645,3.3534725,4.6796517,3.3032339
01-Sep-2008,6.4538522,4.4997368,5.3540783,3.5084095,2.631417,1.6260521,3.0305321
01-Oct-2008,2.5698442,3.9220676,4.6520014,2.166151,2.955879,7.2495499,4.3485112
01-Nov-2008,3.2789824,4.2559614,4.6516538,2.2282901,3.5160396,3.9229515,3.0077426
01-Dec-2008,.040008917,3.4196329,4.0821996,2.1787369,3.5268176,3.2670767,3.9220712
01-Jan-2009,6.8546572,2.3167059,2.9558821,0,4.4451761,5.1959767,3.3522723
01-Feb-2009,5.9211855,2.9852962,2.1983805,4.8790164,1.6529301,5.1289277,3.1090586
01-Mar-2009,3.3098428,4.0821996,3.2789824,1.444067,1.5070187,5.5967803,3.0077426
01-Apr-2009,4.0821996,2.988169,2.0201948,3.4840534,2.9500666,5.6572256,2.5975487
01-May-2009,1.2071536,4.0818791,3.2789824,2.8170877,3.297004,4.617815,2.8431981
01-Jun-2009,3.9226024,2.9516764,2.4096603,1.143958,0,3.5091319,2.5317807
01-Jul-2009,2.7398975,3.0716069,1.8691447,2.9947085,1.5878862,5.5569849,2.5975487
01-Aug-2009,0,2.8986506,.71174949,0,.52770436,3.4684291,.9419198
01-Sep-2009,.33278027,2.5975487,.8032164,2.7587931,2.0269387,3.6866438,3.304786
01-Oct-2009,.55402017,2.7973826,1.7314233,1.6002538,2.1027377,3.109514,2.5988166
01-Nov-2009,0,2.3530498,.0036400636,.68729055,2.2472856,3.9221759,1.9802583
01-Dec-2009,0,.58997166,1.886771,0,1.3423008,3.0863547,0
01-Jan-2010,3.2789824,2.7830048,.76162118,.99323303,1.6660444,3.8870752,.24560022
01-Feb-2010,0,2.6667459,.71149379,2.9206071,.59844434,2.0619304,2.9429317
01-Mar-2010,3.1649427,1.193028,3.2789824,0,1.3401433,.0096975025,2.0766945
01-Apr-2010,1.2071536,1.9802651,1.5747789,0,1.2685127,1.9698614,1.617292
01-May-2010,0,1.9609489,0,0,.58651417,4.0827818,1.3245227
01-Jun-2010,0,1.8742203,2.9766848,2.8987536,.58610922,4.0821996,1.6231222
01-Jul-2010,2.9153264,2.008678,1.3422474,0,0,3.0770681,2.1561852
01-Aug-2010,3.0459208,2.3698266,1.9760301,.9600988,0,3.5930648,1.1928591
01-Sep-2010,0,1.5258646,2.7912383,0,1.3793322,3.0140307,2.3727572
01-Oct-2010,1.6129366,1.8349092,.15820856,.80322027,0,1.1834503,1.3605652
01-Nov-2010,.91324604,1.2965012,1.7699577,0,1.8017869,1.8017869,2.4630253
01-Dec-2010,0,2.5316763,.99503684,0,2.8987536,.0040742354,1.8928022
01-Jan-2011,0,1.9418133,2.4692612,0,2.690747,1.8133838,1.9418086
01-Feb-2011,0,1.7751901,2.9557726,0,2.4454715,3.3970115,1.0050354
01-Mar-2011,4.2559614,2.0619287,1.1696084,0,1.7926638,3.6246071,1.1566613
01-Apr-2011,6.411665,.32310328,2.4692612,2.6668248,1.8868467,1.418403,1.9037201
01-May-2011,0,1.7544293,2.8987536,0,3.5091319,2.7493114,2.0693455
01-Jun-2011,0,1.0380707,1.9418086,.99503684,1.9544609,1.0711609,2.8987536
01-Jul-2011,0,1.8484796,1.6327064,0,2.5316787,.95665592,3.287607
01-Aug-2011,1.8018506,2.6858275,3.5786302,0,3.5109205,0,1.1741862
01-Sep-2011,0,1.5504186,2.4691703,0,2.2934968,1.5113599,2.4862263
01-Oct-2011,4.8790164,1.8512971,2.4692612,0,2.3933818,4.5120435,1.5113599
01-Nov-2011,4.8788319,1.7251787,3.2788711,0,1.9779594,3.9231775,1.9845306
01-Dec-2011,1.438823,1.4815086,0,.53050727,2.4692628,1.2519813,2.0396638
01-Jan-2012,.024466051,1.0959055,3.1498637,2.469259,3.3900201,.36065018,2.2678025
01-Feb-2012,2.2929235,.93020529,2.0474808,0,2.3530498,2.2989519,2.6668248
01-Mar-2012,1.2405418,2.1639199,1.9651321,0,2.9459503,0,1.271876
01-Apr-2012,2.4692612,1.6124668,4.1962638,0,3.8900757,.76506114,1.9938781
01-May-2012,0,.48504418,2.1402123,.45790932,5.2158241,.25011006,1.962254
01-Jun-2012,0,2.038995,1.9802628,1.7391742,3.5483603,.79089975,2.7398975
01-Jul-2012,0,2.1218245,3.2788711,.60423374,3.7681031,1.1976191,2.3530498
01-Aug-2012,2.2330849,0,2.8170111,0,2.0619235,.35335693,1.9802661
01-Sep-2012,3.7041271,2.7393274,2.5652392,.57306969,2.8233612,2.7315786,2.9348476
01-Oct-2012,2.4532075,1.4888575,3.1898801,0,2.8903747,2.8986506,2.4692612
01-Nov-2012,3.2789824,1.4815086,2.4097552,.0007736244,2.8986492,3.5342159,3.3191381
01-Dec-2012,0,2.4770067,1.1472402,3.0771658,3.1748698,1.8691384,2.2263
01-Jan-2013,2.5315733,1.9705052,2.8987536,0,2.4692612,.52287406,2.0619287
01-Feb-2013,4.7785354,1.168088,4.0817628,1.4815142,2.8169794,2.3582277,2.6539474
01-Mar-2013,3.9229515,2.0521653,3.9220712,0,3.1875179,0,2.2858226
01-Apr-2013,3.7738853,1.9240174,2.3479886,2.9558821,1.9802661,0,1.5748357
01-May-2013,0,1.0138621,4.2334323,0,2.7414918,2.9947085,2.7792056
01-Jun-2013,2.3810649,.96665698,3.6950097,1.0330611,3.1322505,1.4388701,1.9802628
01-Jul-2013,4.082202,1.8418574,2.002506,2.580786,3.6367645,2.105341,1.5226455
01-Aug-2013,1.2903405,2.5313909,1.4814532,.62696368,2.8987536,2.3530498,2.6386755
01-Sep-2013,3.3341179,.86738974,1.5037262,0,2.955879,3.3901551,3.0771658
01-Oct-2013,4.021493,2.3530438,1.8017905,1.1299491,2.2178977,1.599978,.94787478
01-Nov-2013,2.2989519,1.9732827,2.2666922,1.9293215,2.3197639,0,1.8928022
01-Dec-2013,2.5056591,2.172657,2.6316376,2.9675767,1.9910156,1.4652263,2.8764429
01-Jan-2014,3.9229515,1.2992164,2.4355693,2.105341,2.7615197,3.9225285,2.3716505
01-Feb-2014,2.678103,1.652926,2.8170877,0,3.2087049,2.7051222,2.2756965
01-Mar-2014,3.4209831,2.8986492,2.3532672,.63897616,2.4691715,5.1293292,2.4765999
01-Apr-2014,2.4612648,1.6528753,1.9934227,2.7398975,4.0821996,2.2703311,.68104517
01-May-2014,0,1.6260521,3.0771658,1.9705052,2.5988166,1.7072811,2.0619287
01-Jun-2014,2.6893277,1.6529286,1.1705592,1.2422568,3.0459185,2.020272,3.0209486
01-Jul-2014,.52038366,1.9169928,3.1090608,0,2.7144802,3.1017978,2.8170877
01-Aug-2014,0,1.9519775,3.2789824,1.9833164,2.4692588,2.3716526,2.8987536
01-Sep-2014,2.9421461,2.6668248,4.6518168,3.0771658,4.2559614,1.9802628,3.543957
01-Oct-2014,4.5460768,2.7398975,2.8166955,.26513258,3.0129766,1.1834047,4.2559614
01-Nov-2014,3.0771658,2.9372747,0,1.68066,3.7079885,4.4451761,2.9172599
01-Dec-2014,2.9423051,3.1620545,4.4451761,3.3901551,3.2788711,1.5746187,2.1394539
01-Jan-2015,0,2.6177649,3.1748698,4.587059,3.41468,3.6367645,3.6025825
01-Feb-2015,0,1.9934227,4.3411889,1.3245214,4.5809536,4.0820704,2.9852962
01-Mar-2015,3.3901551,3.0771658,3.9231012,3.8151808,4.3801055,3.0771658,3.390034
01-Apr-2015,5.6515894,2.8170877,5.4067221,6.4538522,3.9226077,3.2752781,2.540591
01-May-2015,2.1506205,3.3901551,2.8169794,.99876487,3.0771658,0,2.7789989
01-Jun-2015,.27247557,1.7937683,3.5091319,3.1748698,4.0821996,3.6680405,3.3901551
01-Jul-2015,6.5957966,1.1469649,4.4450145,4.5118647,3.9220712,3.1581492,1.5504172
01-Aug-2015,5.1293292,1.1043671,1.5803113,3.2789824,3.7738853,3.390034,2.5316763
01-Sep-2015,2.0834086,2.7028646,4.8788319,1.2120928,2.8844759,0,3.9224279
01-Oct-2015,3.5227313,2.898751,.91325188,4.1242919,1.9802651,3.7076523,2.9222829
01-Nov-2015,.31948879,3.3621986,4.0820532,.25348169,3.0771658,3.4444683,4.1499729
01-Dec-2015,2.9558821,1.652926,4.3085217,3.077163,2.4704275,3.923991,3.1797495
01-Jan-2016,5.1293292,2.2814691,3.60004,4.8202057,4.7405405,1.056993,5.2643733
01-Feb-2016,2.0347188,3.4133008,3.4772971,5.4067221,4.0639482,4.0821996,3.7039895
01-Mar-2016,2.0202034,2.9049966,3.4215069,7.4107971,2.2472856,2.5317807,3.4027965
01-Apr-2016,5.7158413,3.8918116,2.7907767,5.3415647,2.9362888,3.1498637,3.485709
01-May-2016,3.5091319,3.5719161,5.4456158,3.3487008,3.2789848,3.5945837,4.5809536
01-Jun-2016,1.3343438,3.9226077,2.8987536,4.8790164,3.252316,6.0624623,4.4451761
01-Jul-2016,4.0821996,3.9609199,3.6366274,1.5185337,4.6288891,1.335863,2.4097552
01-Aug-2016,6.2520356,3.8052197,2.8170877,2.5988166,2.4704814,5.2568669,3.9231775
01-Sep-2016,4.9266253,4.0820532,3.9827826,6.4538522,2.4317284,4.5120435,4.8790164
01-Oct-2016,.8201226,4.0820704,4.556129,5.1291513,3.4206765,6.1983576,5.2669868
01-Nov-2016,2.9413886,3.7740328,3.0771658,3.7740328,3.7740328,3.2789824,5.6380324
01-Dec-2016,2.8170877,2.9558852,2.8170877,2.8170877,3.4772992,4.1498075,2.2264349
01-Jan-2017,5.2355266,2.4691715,3.773881,3.0771658,2.9558775,6.8406048,3.3901589
01-Feb-2017,1.8041309,2.6466639,4.0820484,3.2789824,3.1748698,5.6695328,4.6520014
01-Mar-2017,0,2.9558775,4.0821996,3.9220712,3.5591528,4.6155314,4.8009219
01-Apr-2017,0,4.2202263,3.9223261,2.8808551,4.6640077,2.9766848,2.4692612
01-May-2017,2.7939382,2.7398975,2.8169794,3.7740328,4.0821996,3.9220712,3.8466282
01-Jun-2017,3.4486177,2.8431981,3.6366274,3.6367645,2.7398975,2.8749444,3.1748698
01-Jul-2017,2.2472856,2.256027,4.0821996,4.322875,2.1506205,4.2559614,4.8790164
01-Aug-2017,4.6520014,4.6938248,3.7039852,4.7540917,3.5660951,2.1978908,2.7398975
01-Sep-2017,6.4538522,3.4191387,2.20051,4.8790164,2.8634262,5.6550164,2.9558794
01-Oct-2017,6.6120605,3.440459,3.3900361,2.5317783,2.4691617,2.3167315,3.2789824
01-Nov-2017,2.9558802,3.0907571,3.9229515,0,4.4451761,3.0771682,4.8790164
01-Dec-2017,0,2.3530498,3.7740328,4.7374229,1.5717402,2.3065252,4.1473222
01-Jan-2018,6.8992872,2.1506205,2.9558828,4.4451761,4.8009219,1.5747813,3.6370082
01-Feb-2018,4.3801055,2.8170111,3.9226077,3.5023,2.9565897,3.8419592,2.8986506
01-Mar-2018,3.2836008,4.0054483,3.8217034,5.3149304,5.2268877,1.6832833,5.4067221
01-Apr-2018,0,2.9558794,3.1008146,4.0821996,4.0824757,5.7156286,1.5206151
01-May-2018,3.7740328,2.7398975,3.9223261,4.0821996,2.7736802,1.9633921,3.8208044
01-Jun-2018,4.3675079,3.1742089,3.9740329,3.8678896,3.7039852,2.6547422,6.0624623
01-Jul-2018,1.438823,3.2424815,3.9665234,3.0771658,3.386456,1.6753167,4.0821996
01-Aug-2018,3.685246,3.6367645,4.0820704,3.0986934,1.7834829,4.6541743,2.545454
01-Sep-2018,4.0821996,3.4723418,4.0820408,0,4.0821996,4.6520014,3.9220712
01-Oct-2018,3.9220712,3.2087007,5.4067221,1.737222,5.5749993,2.9136608,4.3971581
01-Nov-2018,6.4538522,3.7042336,3.9470487,4.8790164,3.8208044,4.9813719,2.9871955
01-Dec-2018,5.4070835,3.0771658,3.2789824,6.8992872,4.7754412,2.3530498,2.5317807
01-Jan-2019,4.6520014,3.4444683,4.0005336,2.7398975,4.8850513,3.1747694,4.0821996
01-Feb-2019,4.3613968,2.5050757,2.6319788,3.3901551,5.1017814,.50915504,4.6520014
01-Mar-2019,6.1695795,3.1855175,4.2562428,2.9776797,3.7537961,2.8986506,5.1293292
01-Apr-2019,5.5059776,3.4486177,4.7259307,6.6691375,4.5458088,2.7986951,2.0873783
01-May-2019,3.9220712,2.9706526,3.9224277,6.1166458,2.6668248,2.6668248,4.8790164
01-Jun-2019,6.0624623,3.4789271,2.5237117,8.7011375,4.1361737,2.1978209,4.6520014
01-Jul-2019,3.2789848,3.6179695,3.7740328,2.7398975,4.0820456,3.1816044,4.4646883
01-Aug-2019,3.1500375,1.5267472,4.8790164,.06535814,3.2306559,4.0821996,2.5975487
01-Sep-2019,2.6024413,3.9220712,5.6352935,4.8788319,2.9977484,5.4075513,4.8790164
01-Oct-2019,3.6366346,4.4451761,4.8790164,2.8987536,3.9220712,1.1385293,2.5191905
01-Nov-2019,5.02772,3.3901551,5.6259184,3.9224277,4.0272484,4.5047469,4.1141949
01-Dec-2019,5.4067221,3.6367645,3.5091319,5.1293292,2.9852962,2.6317284,3.390152
01-Jan-2020,4.7067509,2.7398975,4.2562428,5.4067221,3.1748743,3.9226024,5.1587348
01-Feb-2020,4.2559614,3.1748698,3.5091319,1.438823,4.5462375,2.8220155,3.390466
01-Mar-2020,6.0622292,2.7398975,4.8202662,0,4.0821996,2.8220541,2.3530498
01-Apr-2020,3.5091319,2.9852962,3.6812553,1.3700519,3.4880304,3.045922,3.0023677
01-May-2020,4.6349025,4.7259355,4.2562428,3.9226024,2.4756269,6.2041349,4.8793378
01-Jun-2020,2.8986382,2.8749444,4.8790164,5.1293292,1.8435942,5.0556393,4.8426638
01-Jul-2020,5.5569849,3.2788711,2.9766848,1.7544292,1.1767266,4.9273286,3.4191365
01-Aug-2020,5.1291513,2.9905496,3.3527262,0,1.1428223,4.2559614,3.2134757
