date_monthly,WGT_cmi,WGT_ehi,WGT_fpi,WGT_lhi,WGT_mni,WGT_pai,WGT_tti
18-Dec-1961,6.5311894,4.8461132,5.2843165,6.6254621,4.7346253,4.030828,.93181294
19-Dec-1961,8.01301,5.9150853,5.7481694,6.9957647,5.3860536,5.7499385,7.8402367
20-Dec-1961,8.2952728,5.7215872,7.0255384,6.9938779,4.3817048,5.5280294,6.613513
21-Dec-1961,6.2184749,3.3673747,5.6383643,10.092286,6.9568648,6.9478893,5.8321004
22-Dec-1961,9.9234705,6.9907665,7.0856504,.48699409,5.8834825,3.7963834,4.8750815
23-Dec-1961,11.783992,4.5059733,6.0424032,2.7991714,6.3408651,1.0557358,3.5202036
24-Dec-1961,9.7609053,6.6612072,7.1737852,.74792349,5.1544585,4.486671,5.9380031
25-Dec-1961,9.6177244,7.9359879,7.0655303,4.8039227,5.2607484,7.8848276,5.9879103
26-Dec-1961,8.1411886,4.3960214,7.0331783,9.1239262,5.0325351,7.640553,10.419886
27-Dec-1961,7.9735365,9.8111801,6.8373895,-.2332153,3.4021344,5.8101058,4.7786994
28-Dec-1961,9.259635,2.24177,4.5687771,6.3196063,4.0903149,6.3936505,7.0261912
29-Dec-1961,4.8939648,8.4013481,6.3694916,2.0318704,5.2110562,7.293139,6.377274
30-Dec-1961,7.7747087,7.0703621,5.8919554,2.7686441,7.8718767,-.37404501,3.6356258
31-Dec-1961,6.5279775,5.1158719,9.3235054,6.1745291,4.30019,5.1849999,5.0865912
01-Jan-1962,3.7775118,6.4555697,6.9079928,3.4662669,7.1342983,6.542347,3.8472922
02-Jan-1962,10.048512,7.4619131,4.7974501,4.2851677,4.0837088,3.4396431,6.52282
03-Jan-1962,10.28585,4.781074,1.7420697,4.514473,5.0201178,7.9113092,7.1280155
04-Jan-1962,4.547739,6.205709,9.0074978,2.317169,6.6270785,6.1711245,5.3166103
05-Jan-1962,3.0221715,7.2235608,8.0155478,.48507097,4.6035538,2.8649335,3.8996172
06-Jan-1962,6.0802426,1.3999031,7.1063724,8.5312262,2.457428,3.104069,3.8988631
07-Jan-1962,8.6702366,4.0450864,4.9251156,-1.5540024,7.2190914,2.1647213,4.081121
08-Jan-1962,1.4537491,6.0710988,5.7635694,7.240943,5.2830439,4.0871534,8.4875784
09-Jan-1962,2.8955414,4.0216746,9.1365576,9.5638332,6.0081944,1.8453062,5.6407251
10-Jan-1962,9.3679562,10.583363,3.6270666,.31100163,5.3155413,1.2715948,5.4159541
11-Jan-1962,3.6994264,6.260251,6.9868741,4.7436242,7.3171272,7.0078783,7.5310612
12-Jan-1962,8.5151501,5.63694,4.8004422,2.2448792,7.4993858,2.4895318,6.5015941
13-Jan-1962,13.951579,9.0416136,5.8364425,8.8532772,7.2743173,13.229279,7.9118729
14-Jan-1962,6.2954717,5.721313,11.025146,8.3541565,7.0323348,10.395362,6.0841904
15-Jan-1962,9.6123962,7.5582957,9.5060101,7.0862145,3.877779,.51623172,14.344037
16-Jan-1962,6.1299901,7.6224318,8.4250202,13.549854,6.3480248,8.0665646,9.6739235
17-Jan-1962,8.8178139,6.135335,10.940874,7.9351702,10.730987,13.118135,10.415661
18-Jan-1962,10.617918,7.5643873,10.680514,12.414049,5.4912238,11.266423,11.557951
19-Jan-1962,7.1492772,10.456314,8.4130344,14.791221,11.010188,10.657227,6.7427354
20-Jan-1962,7.3981867,9.4793816,6.2417746,1.8637815,9.3528938,7.5202427,9.8076963
21-Jan-1962,6.6731944,10.030011,7.348701,11.751596,7.6580114,8.7341242,5.4709201
22-Jan-1962,-.44846037,6.6364293,8.2656822,8.7796459,6.3853135,2.3026769,11.715162
23-Jan-1962,8.6275873,8.5285473,11.958286,6.7688322,5.9030013,.30015081,9.9864998
24-Jan-1962,8.118968,7.6923323,8.0113974,3.5323217,7.2040968,6.8521709,5.2730508
25-Jan-1962,10.376224,9.9363871,9.1357203,5.3013406,3.688448,11.402722,8.5826073
26-Jan-1962,7.1042285,10.490667,9.0175762,-.10325072,8.0442266,5.7641811,11.825224
27-Jan-1962,9.6723471,7.2618103,6.4076552,5.0290027,6.8296032,8.4836397,6.2719016
28-Jan-1962,5.2878923,8.4509573,8.6812172,7.0285001,7.318305,9.4431734,10.028372
29-Jan-1962,6.5491056,6.3723893,8.7147102,5.2581868,8.532444,5.6659012,7.1183052
30-Jan-1962,7.6539989,8.9049578,7.341023,4.6769695,8.9643631,14.679063,8.1752253
31-Jan-1962,6.8689427,6.6893401,10.566643,9.2067204,-.43566111,4.8714299,7.4647241
01-Feb-1962,6.2361121,6.3139143,8.8230925,3.0650368,7.0901399,4.3453012,5.7679272
02-Feb-1962,4.2974167,5.9447036,6.9775033,6.1697426,6.8072529,13.756463,7.4622455
03-Feb-1962,1.874732,3.3489058,6.32129,7.3116474,10.741331,11.178148,7.3375812
