date_monthly,WGT_cmi_n,WGT_ehi_n,WGT_fpi_n,WGT_lhi_n,WGT_mni_n,WGT_pai_n,WGT_tti_n
14-Apr-1961,1119455.933898926,5535511.459228516,3917590.827453613,2261202.70123291,3543131.268127441,1460663.484375,4341004.949462891
15-Apr-1961,1119361.010986328,5152050.493774414,4179465.396240234,2327085.638061523,3872854.396484375,1359757.154144287,4902225.877929688
16-Apr-1961,1087168.87121582,5000707.219238281,3914516.666625977,2289964.88684082,3702354.465576172,1229903.754150391,4772250.32019043
17-Apr-1961,1375375.232910156,5021144.371704102,4006082.069702148,1991530.893310547,3775866.370483398,1115689.220581055,4567739.228149414
18-Apr-1961,1264399.220397949,4697585.266784668,4206868.048706055,2439139.688537598,3719942.254394531,1282071.868713379,4867414.075012207
19-Apr-1961,1102113.197753906,5049461.176879883,3922611.370605469,2526148.78137207,3694973.119995117,954260.1887207031,4501809.243103027
20-Apr-1961,1308158.756469727,4523076.15246582,3915992.203369141,2160679.40057373,3416296.188476563,1031456.38684082,4970146.7215271
21-Apr-1961,1348663.882904053,5434399.018920898,3587082.903991699,2204099.387390137,3597484.006164551,1342675.903564453,4463342.531982422
22-Apr-1961,1288924.459106445,5430038.896362305,3823561.946350098,2241081.839355469,3563278.303833008,1153946.774658203,4630179.443908691
23-Apr-1961,1466427.143920898,5198319.319946289,3612756.373535156,2076612.661010742,3623743.645385742,1352615.893920898,4866579.957885742
24-Apr-1961,1260431.934448242,5651736.868286133,4039417.018188477,2384432.309082031,3576551.024169922,1293551.537231445,4976333.421875
25-Apr-1961,1235993.40246582,4850060.299133301,3735852.308227539,2197460.091674805,3531620.908325195,1300606.790222168,4330541.244384766
26-Apr-1961,1087481.856567383,5598025.215820313,3680758.832885742,1991449.745727539,3208679.697631836,1115254.719665527,4647775.626342773
27-Apr-1961,1014029.016662598,5778451.806396484,3938951.867370605,2071808.098754883,4053678.574035645,1327704.598815918,4828245.441864014
28-Apr-1961,1117030.235717773,5076436.747894287,3763567.298950195,1982868.955078125,3656959.060791016,1350323.817260742,4747014.609741211
29-Apr-1961,1067430.81652832,4603994.068878174,3577360.849609375,2105857.270629883,3805193.380859375,1066367.373535156,4433848.639221191
30-Apr-1961,1197605.571289063,4744024.615966797,3847368.637329102,1861480.87487793,3020393.994262695,1148921.675537109,4055584.241760254
01-May-1961,1273210.391113281,4666922.267211914,3921847.770507813,2563905.447021484,3244602.951416016,1099731.032287598,4343231.972167969
02-May-1961,1264895.350585938,4182458.757080078,3978801.208740234,2300434.635375977,3322056.2734375,1156246.042602539,3923727.397338867
03-May-1961,1145210.08505249,4779845.340515137,3864287.333740234,1859062.407592773,2984283.844970703,1378107.435668945,4672433.712158203
04-May-1961,1131000.295776367,4613824.409423828,3802293.817016602,1944553.024291992,3112473.282592773,1133811.213928223,4763145.172729492
05-May-1961,1193378.691772461,4860253.68359375,3799394.664306641,1866624.499816895,3308806.698974609,1060107.223388672,3988055.519104004
06-May-1961,1327426.386230469,5133087.93170166,3657995.102294922,2367974.518432617,3253147.053955078,1231449.685180664,4620942.849060059
07-May-1961,1138705.209472656,5256156.694091797,4185264.804931641,2079926.211791992,3732090.896484375,1248051.134399414,4762175.026977539
08-May-1961,1228188.992919922,5279464.315429688,3801299.06048584,2167548.391967773,3456880.508911133,1410387.044952393,4887323.252685547
09-May-1961,1316698.939819336,5327788.058959961,4196618.319824219,2404702.116699219,3961438.478515625,1507959.510620117,5060237.510009766
10-May-1961,953925.1641845703,5096717.332885742,3342987.533691406,2225257.965820313,3556761.295532227,1073955.061767578,4070219.844726563
11-May-1961,1073381.276855469,4953859.06628418,3464340.262329102,1879942.488525391,3350948.392333984,1251256.235412598,4719361.940185547
12-May-1961,1294633.253234863,4568021.186340332,3486504.002197266,1945538.944946289,3257809.743774414,1048670.803833008,3895495.542724609
13-May-1961,1197790.114440918,3666488.076782227,2846086.202819824,1945933.412597656,2474679.840148926,937363.3236694336,3463750.322814941
14-May-1961,1152411.45880127,4123878.460083008,2832687.998901367,1856737.138427734,2647832.907531738,831619.198425293,3772853.572814941
15-May-1961,978158.4512939453,4125325.392578125,3210607.061584473,1887016.485168457,2382345.121459961,953991.6225585938,3592027.613037109
16-May-1961,1166167.109863281,4001603.708068848,2735189.332763672,1777927.189208984,2398737.563720703,957162.3215942383,3661304.62689209
17-May-1961,1274453.039367676,4249126.514648438,2967727.189331055,1971988.721557617,2320518.453857422,943503.7801513672,3483588.6171875
18-May-1961,1005389.68347168,4333032.115722656,2977726.162963867,1949529.578063965,2975248.862365723,1080109.616210938,3581523.038146973
19-May-1961,897615.9842529297,4059225.51171875,3438707.260070801,1908424.435424805,2531805.557861328,844453.5213012695,3713454.317687988
20-May-1961,1116753.18762207,4739914.964233398,3474090.9581604,2127265.078918457,2819798.348449707,1138486.784484863,4261478.742858887
21-May-1961,1011201.028869629,5088151.176086426,3521768.964111328,1836644.422973633,3194689.458007813,1180276.767944336,3609062.195404053
22-May-1961,1023529.308837891,3949285.455108643,3504914.263427734,1762688.5703125,2594928.775024414,804445.6596069336,3332389.344604492
23-May-1961,1120219.663574219,3836868.436279297,3221106.22845459,1546974.748291016,2571566.217102051,1093652.544189453,3398525.89251709
24-May-1961,1006680.201782227,3834287.496887207,2782122.890808105,1703597.77130127,2247671.719482422,895184.1999511719,3723293.929260254
